,Name,Price,Link
253,Acer B227QBmiprzx (UM.WB7EE.006),143 €,https://www.datart.sk/b227qbmiprzx-55cm-21-5-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-4ms-vga-hdmi-dp-audio-in-out-usb-3-0hub-repro-2x2w-hgt-adj-vesa-pivot-pivot-acerdisplaywidget-6color-adjustment-flickerless-bluelightfilter-lowdimming-comfyv.html
254,Philips 273V7QJAB čierny (273V7QJAB/00),143 €,https://www.datart.sk/monitor-philips-273v7qjab-cierny.html
255,"Asus VT168N čierny 15.6"",LED, TFT, 10ms, 600:1, 200cd/m2, 1366 x 768, (90LM02G1-B01170)","141,90 €",https://www.datart.sk/monitor-asus-vt168n-cierny-15-6-led-tft-10ms-600-1-200cd-m2-1366-x-768.html
256,HP P24h G4 (7VH44AA#ABB),"140,90 €",https://www.datart.sk/hp-p24h-g4-uhlopricka-23-8-rozliseni-1920x1080-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-konektory-vga-dp-1-2-hdmi-1-4-reproduktory-2x-2w-flicker-free-low-blue-light-zaruka-3-3-3-7vh44aa-abb.html
257,LG 24MB37PM (24MB37PM-B.AEU),"140,90 €",https://www.datart.sk/monitor-lg-24mb37pm-23-8-led-ips-5ms-5000000-1-250cd-m2-1920-x-1080.html
258,AOC 22P1 čierny (22P1),"140,20 €",https://www.datart.sk/monitor-aoc-22p1-cierny-22p1.html
259,Lenovo Q24i-10 (65F3KAC3EU),139 €,https://www.datart.sk/lenovo-q24i-10-65f3kac3eu.html
260,Philips 276E9QDSB čierny/strieborný (276E9QDSB),139 €,https://www.datart.sk/monitor-philips-276e9qdsb-cierny-strieborny-276e9qdsb.html
261,Dell SE2719HR čierny (DELL-SE2719HR),139 €,https://www.datart.sk/se2719hr-dell-se2719hr.html
262,HP 24fw (4TB29AA#ABB),139 €,https://www.datart.sk/hp-24fw-audio-uhlopriecka-23-8-rozlisenie-1920x1080-panel-ips-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-a-anti-staticky-povrch-konektory-vga-hdmi-low-blue-light-amd-freesync-bez.html
263,Asus MB168B (90LM00I0-B01170),"138,90 €",https://www.datart.sk/monitor-asus-mb168b-90lm00i0-b01170.html
264,AOC I1659FWUX (I1659FWUX),"138,90 €",https://www.datart.sk/aoc-i1659fwux-i1659fwux.html
265,HP ProDisplay P244 (5QG35AA#ABB),"137,10 €",https://www.datart.sk/hp-prodisplay-p244-uhlopricka-23-8-palcu-rozliseni-1920x1080-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-konektory-vga-dp-1-2-hdmi-1-4-bez-integrovanych-reproduktoru-flicker-free-low-blue-light-zaruka.html
266,Philips 273V5LHAB čierny (273V5LHAB/00),137 €,https://www.datart.sk/LCD-monitor-Philips-27-LED-273V5LHAB-Full-HD-HDMI-rep.html
267,Acer CB242Ysmiprx (UM.QB2EE.007),137 €,https://www.datart.sk/cb242ysmiprx-60cm-23-8-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-1ms-vbr-vga-hdmi-1-4-dp-1-2-audio-in-out-repro-2x2w-hgt-adj-vesa-pivot-6color-adjustment-freesync-acerdisplaywidget-flickerless-bluelightfilter-lowdimming-comf.html
268,Philips 273V7QDAB čierny (273V7QDAB/00),137 €,https://www.datart.sk/monitor-philips-273v7qdab-cierny.html
269,Samsung S27F350 čierny (LS27F350FHUXEN),137 €,https://www.datart.sk/LCD-monitor-SAMSUNG-27-S27F350-FullHD-PLS-D-Sub-HDMI.html
270,Samsung S27F358 čierny (LS27F358FWUXEN),137 €,https://www.datart.sk/monitor-samsung-s27f358-cierny.html
271,Dell P2217 (DLLP2217),"136,90 €",https://www.datart.sk/-22-lcd-p2217-professional-tn-hdmi-dp-vga-usb-3rnbd-cerny-p2217.html
272,HP N246 (3NS59AA#ABB),"136,90 €",https://www.datart.sk/monitor-hp-n246-3ns59aa-abb.html
273,Philips 246V5LDSB čierny (246V5LDSB/00),136 €,https://www.datart.sk/monitor-philips-246v5ldsb-cierny.html
274,AOC G2590VXQ čierne (G2590VXQ),"135,90 €",https://www.datart.sk/aoc-g2590vxq-g2590vxq.html
275,AOC 27B1H čierny (27B1H),"135,90 €",https://www.datart.sk/monitor-aoc-g2590fx-cierny-27b1h.html
276,Acer CB242Ybmiprx čierny (UM.QB2EE.001),135 €,https://www.datart.sk/cb242ybmiprx-60cm-23-8-ips-led-1920x1080-75hz-100m-1-250cd-m2-178-178-1ms-vbr-vga-hdmi-1-4-dp-1-2-audio-in-out-repro-2x2w-hgt-adj-vesa-pivot-6color-adjustment-freesync-hdr-ready-acerdisplaywidget-flickerless-bluelightfilter-lowdi.html
277,AOC 27B2H (27B2H),135 €,https://www.datart.sk/aoc-27b2h-27b2h.html
278,HP P22h G4 (7UZ36AA#ABB),"133,20 €",https://www.datart.sk/hp-p22h-g4-uhlopricka-21-5-palcu-rozliseni-1920x1080-fhd-panel-ips-w-led-jas-250-cd-m2-staticky-kontrast-1000-1-odezva-5-ms-g-g-matny-panel-vyskove-nastavitelny-pivot-rotace-1x-displayport-1-2-1x-hdmi-1-4-hdcp-1x-vga-bez-integrovanych-repro.html
279,Acer KA270HAbid čierny (UM.HX3EE.A01),132 €,https://www.datart.sk/monitor-acer-ka270habid-27-led-va-4ms-100000000-1-300cd-m2-1920-x-1080.html
280,"HP 24fh  23,8"",LED, IPS, 5ms, 1000:1, 300cd/m2, 1920 x 1080, (4HZ37AA#ABB)","131,80 €",https://www.datart.sk/monitor-hp-24fh-23-8-led-ips-5ms-1000-1-300cd-m2-1920-x-1080-4hz37aa-abb.html
281,Philips 273V7QDSB čierny (273V7QDSB/00),131 €,https://www.datart.sk/monitor-philips-273v7qdsb-cierny.html
282,Acer Nitro VG240Ybmiix čierny (UM.QV0EE.001),130 €,https://www.datart.sk/monitor-acer-nitro-vg240ybmiix-cierny-um-qv0ee-001.html
283,Dell S2319H (210-APBR),"129,90 €",https://www.datart.sk/monitor-dell-s2319h-210-apbr.html
284,Philips 223S7EJMB čierny (223S7EJMB/00),"129,50 €",https://www.datart.sk/monitor-philips-223s7ejmb-cierny.html
285,HP 27w (1JJ98AA#ABB),129 €,https://www.datart.sk/monitor-hp-27w-27-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
286,Samsung S24E45KBSV (LS24E45KBSV/EN),129 €,https://www.datart.sk/LCD-monitor-Samsung-24-LED-S24E45KBSV-Full-HD-DVI-pivot.html
287,Asus VZ249HE-W biely (90LM02Q2-B01670),128 €,https://www.datart.sk/monitor-asus-vz249he-w-24-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
288,Philips 223S7EHMB čierny (223S7EHMB/00),127 €,https://www.datart.sk/monitor-philips-223s7ehmb-cierny.html
289,Philips 272V8A čierny (272V8A/00),"126,40 €",https://www.datart.sk/philips-lcd-272v8a-27-ips-1920x1080-75hz-mega-dcr-4ms-250-cd-4ms-250cd-vga-hdmi-dp-repro-vesa-272v8a-00.html
290,AOC I2490VXQ/BT (I2490VXQ/BT),124 €,https://www.datart.sk/aoc-i2490vxq-bt-i2490vxq-bt.html
291,Dell SE2419HR (DELL-SE2419HR),124 €,https://www.datart.sk/se2419hr-dell-se2419hr.html
292,Dell E2318H čierny (4YMDT),124 €,https://www.datart.sk/monitor-dell-e2318h-23-led-ips-8ms-1000-1-250cd-m2-1920-x-1080-dp.html
293,LG 24MP59G čierny (24MP59G-P.AEU),122 €,https://www.datart.sk/LCD-monitor-LG-24MP59G.html
294,Philips 246E9QJAB (246E9QJAB/00),121 €,https://www.datart.sk/monitor-philips-246e9qjab-246e9qjab-00.html
295,Philips 246V5LHAB čierny (246V5LHAB/00),120 €,https://www.datart.sk/LCD-monitor-Philips-24-LED-246V5LHAB-FullHD-HDMI-rep.html
296,Philips 241E1SCA (241E1SCA/00),120 €,https://www.datart.sk/monitor-philips-241e1sca-241e1sca-00.html
297,AOC 24V2Q (24V2Q),120 €,https://www.datart.sk/aoc-24v2q-24v2q.html
298,Asus VP248QG (90LM0480-B02170),"119,90 €",https://www.datart.sk/monitor-asus-vp248qg-gaming-90lm0480-b02170.html
299,Dell Gaming SE2417HGX (DELL-SE2417HGX),"119,90 €",https://www.datart.sk/se2417hgx-dell-se2417hgx.html
300,Samsung S24D330HSX čierny (LS24D330HSX/EN),"119,90 €",https://www.datart.sk/monitor-samsung-s24d330hsx-24-led-tn-1ms-1000-1-200cd-m2-1920-x-1080.html
301,Asus VZ249HE čierny (90LM02Q0-B01670),"119,60 €",https://www.datart.sk/monitor-asus-vz249he-23-8-led-ips-5ms-80000000-1-250cd-m2-1920-x-1080.html
302,HP 24m (3WL46AA#ABB),119 €,https://www.datart.sk/monitor-hp-24m-3wl46aa-abb.html
303,Philips 223S7EYMB čierny (223S7EYMB/00),119 €,https://www.datart.sk/monitor-philips-223s7eymb-cierny.html
304,HP 24y (2YV10AA#ABB),119 €,https://www.datart.sk/monitor-hp-24y-2yv10aa-abb.html
305,Acer R241YBbmix čierny (UM.QR1EE.B01),119 €,https://www.datart.sk/r241ybbmix-60cm-23-8-ips-led-fhd-1920x1080-100m-1-250cd-m2-178-178-1ms-vga-dvi-hdmi-repro-2x2w-freesync-flickerless-bluelightfilter-comfyview-zeroframe-ecodisplay-black-um-qr1ee-b01.html
306,HP 24o čierny (X0J60AA#ABB),119 €,https://www.datart.sk/monitor-hp-24o-24-led-tn-1ms-1000-1-250cd-m2-1920-x-1080.html
307,HP N223 (3WP71AA#ABB),119 €,https://www.datart.sk/monitor-hp-n223-3wp71aa-abb.html
308,HP 22fw (3KS60AA#ABB),"118,90 €",https://www.datart.sk/hp-22fw-uhlopriecka-21-5-rozlisenie-1920x1080-panel-ips-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-a-anti-staticky-povrch-konektory-vga-hdmi-low-blue-light-bez-integrovanych-reprod.html
309,AOC I2481FXH čierny (I2481FXH),118 €,https://www.datart.sk/LCD-monitor-AOC-24-LED-I2481FXH-FHD-IPS-2xHDMI-borderless.html
310,Dell E2418HN čierny (E2418HN),"117,90 €",https://www.datart.sk/monitor-dell-e2418hn-23-8-led-ips-8ms-1000-1-250cd-m2-1920-x-1080.html
311,AOC G2460VQ6 čierny (G2460VQ6),117 €,https://www.datart.sk/LCD-monitor-AOC-24-LED-G2460VQ6-FHD-HDMI-DP-rep.html
312,"Viewsonic VA2456-MHD 24"" W IPS TFT/1920x1080/50M:1/5ms/250 cd/m2/D-Sub/HDMI/DP/VESA/repro (VA2456-MHD)","116,90 €",https://www.datart.sk/viewsonic-va2456-mhd-24-w-ips-tft-1920x1080-50m-1-5ms-250-cd-m2-d-sub-hdmi-dp-vesa-repro-va2456-mhd.html
313,AOC E2460SH čierny (E2460SH),116 €,https://www.datart.sk/LCD-monitor-AOC-24-LED-AOC-E2460SH-FHD-HDMI-rep.html
314,Philips 248E9QHSB (248E9QHSB/00),116 €,https://www.datart.sk/led-philips-248e9qhsb-fhd-va-hdmi-curved-248e9qhsb-00.html
315,Acer KG241Qbmiix čierny (UM.UX1EE.001),"115,90 €",https://www.datart.sk/LCD-monitor-Acer-23-6-LCD-KG241Qbmiix-TFT-1ms-VGA-HDMI.html
316,Asus VZ239HE (90LM0330-B01670),"115,10 €",https://www.datart.sk/monitor-asus-vz239he.html
317,Dell E1715S čierny (855-BBBG),"114,90 €",https://www.datart.sk/monitor-dell-e1715s-cierny-855-bbbg.html
318,AOC 22P1D čierny (22P1D),"113,50 €",https://www.datart.sk/monitor-aoc-22p1d-cierny-22p1d.html
319,Philips 246E9QDSB (246E9QDSB/00),113 €,https://www.datart.sk/monitor-philips-246e9qdsb-246e9qdsb-00.html
320,Acer V247Ybmipx (UM.QV7EE.009),112 €,https://www.datart.sk/v247ybmipx-60cm-23-8-ips-led-1920x1080-70hz-100m-1-250cd-m2-178-178-4ms-vga-hdmi-dp-audio-out-vesa-comfyview-bluelightshield-lowdimming-tco-7-0-ecodisplay-black-um-qv7ee-009.html
321,Samsung LC24F396FHUXEN (LC24F396FHUXEN),111 €,https://www.datart.sk/monitor-samsung-lc24f396fhuxen-lc24f396fhuxen.html
322,Samsung C24F390FHUX/EN čierny (LC24F390FHUX/EN),111 €,https://www.datart.sk/Samsung-24-C24F390F-FullHD-D-Sub-HDMI.html
323,Acer R241YBwmix biely (UM.QR1EE.B04),"110,90 €",https://www.datart.sk/r241ybwmix-60cm-23-8-ips-led-fhd-1920x1080-100m-1-250cd-m2-178-178-1ms-vga-dvi-hdmi-repro-2x2w-freesync-flickerless-bluelightfilter-comfyview-zeroframe-ecodisplay-white-um-qr1ee-b04.html
324,HP 24fw biely (3KS62AA#ABB),"110,90 €",https://www.datart.sk/monitor-hp-24fw-biely-3ks62aa-abb.html
325,Asus VS229NA biely (90LME9201Q02211C-),110 €,https://www.datart.sk/monitor-asus-vs229na-biely.html
326,HP 22f (2XN58AA#ABB),110 €,https://www.datart.sk/hp-22f-uhlopriecka-21-5-rozlisenie-1920x1080-panel-ips-w-led-svietivost-300-cd-m2-staticky-kontrast-1000-1-dynamicky-kontrast-10000000-1-odozva-5-ms-g-g-matny-a-anti-staticky-povrch-konektory-vga-hdmi-low-blue-light-bez-integrovanych-reprodu.html
327,Philips 226E9QHAB (226E9QHAB/00),109 €,https://www.datart.sk/monitor-philips-226e9qhab-226e9qhab-00.html
328,HP 24f čierny/strieborný (2XN60AA#ABB),109 €,https://www.datart.sk/monitor-hp-24f-cierny-strieborny-2xn60aa-abb.html
329,Acer KA240Hbid čierny (UM.FX0EE.005),109 €,https://www.datart.sk/LCD-monitor-Acer-24-LCD-KA240Hbid-5ms-100M-1-250cd-FHD-HDMI.html
330,Asus VS247HR čierny (90LME2301T02231C-),109 €,https://www.datart.sk/monitor-asus-vs247hr-24-led-tn-2ms-50000000-1-250cd-m2-1920-x-1080.html
331,"Viewsonic VA2419-SH 24"" W IPS TFT/1920x1080/50M:1/5ms/250 cd/m2/D-Sub/HDMI/VESA (VA2419-SH)","108,90 €",https://www.datart.sk/viewsonic-va2419-sh-24-w-ips-tft-1920x1080-50m-1-5ms-250-cd-m2-d-sub-hdmi-vesa-va2419-sh.html
332,AOC 24E1Q čierny (24E1Q),"108,70 €",https://www.datart.sk/monitor-aoc-24e1q-cierny-24e1q.html
333,Acer R231Bbmix čierny (UM.VR1EE.B01),108 €,https://www.datart.sk/r231bbmix-58cm-23-ips-led-fhd-1920x1080-100m-1-250cd-m2-178-178-1ms-vga-dvi-hdmi-repro-2x2w-freesync-flickerless-bluelightfilter-comfyview-zeroframe-ecodisplay-black-um-vr1ee-b01.html
334,"Acer V176LB  17"", LED, TN, 5ms, 100000000:1, 250cd/m2, 1280 x 1024, (UM.BV6EE.001)",108 €,https://www.datart.sk/monitor-acer-v176lb-17-led-tn-5ms-100000000-1-250cd-m2-1280-x-1024.html
335,Samsung S24R350 čierne (S24R350FHU),107 €,https://www.datart.sk/samsung-s24r350fhu-s24r350fhu.html
336,AOC E2470SWH (E2470SWH),105 €,https://www.datart.sk/monitor-aoc-e2470swh-e2470swh.html
337,Acer Nitro VG220Qbmiix čierny (UM.WV0EE.006),104 €,https://www.datart.sk/monitor-acer-nitro-vg220qbmiix-cierny-um-wv0ee-006.html
338,Samsung S24F350FHUXEN čierny (LS24F350FHUXEN),103 €,https://www.datart.sk/Monitory-SAMSUNG-S24F350-FullHD-TN-D-Sub-HDMI.html
339,Dell SE2219H (210-AQOL),"100,90 €",https://www.datart.sk/monitor-dell-se2219h-210-aqol.html
340,AOC G2260VWQ6 čierny (G2260VWQ6),"100,80 €",https://www.datart.sk/monitor-aoc-g2260vwq6-21-5-led-tn-1ms-20000000-1-250cd-m2-1920-x-1080-dp.html
341,Dell E2218HN čierny (E2218HN),"99,90 €",https://www.datart.sk/monitor-dell-e2218hn-21-5-led-tn-5ms-1000-1-250cd-m2-1920-x-1080.html
342,Asus VZ229HE čierny (90LM02P0-B01670),"99,90 €",https://www.datart.sk/monitor-asus-vz229he-21-5-led-ips-5ms-80000000-1-250cd-m2-1920-x-1080.html
343,Acer SA240YAbmi čierny (UM.QS0EE.A04),"99,90 €",https://www.datart.sk/sa240yabmi-60cm-23-8-ips-led-fhd-1920x1080-75hz-100m-1-250cd-m2-178-178-4ms-vga-hdmi-repro-2x2w-widecolorgamut-flickerless-freesync-bluelightfilter-comfyview-zeroframe-ecodisplay-black-um-qs0ee-a04.html
344,Samsung SF356 (LS24F356FHUXEN),99 €,https://www.datart.sk/ls24f356fhuxen-ls24f356fhuxen.html
345,HP 24w čierny (1CA86AA#ABB),99 €,https://www.datart.sk/monitor-hp-24w-23-8-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
346,Philips 243V7QDAB čierny (243V7QDAB/00),99 €,https://www.datart.sk/monitor-philips-243v7qdab-cierny.html
347,Lenovo L24i-10 čierny (65D6KAC3EU),99 €,https://www.datart.sk/monitor-lenovo-l24i-10-cierny-65d6kac3eu.html
348,Acer SA230Abi čierny (UM.VS0EE.A01),99 €,https://www.datart.sk/sa230abi-58cm-23-ips-led-fhd-1920x1080-100m-1-250cd-m2-178-178-4ms-vga-hdmi-widecolorgamut-flickerless-bluelightfilter-comfyview-zeroframe-ecodisplay-black-um-vs0ee-a01.html
349,Philips 243V7QDSB čierny (243V7QDSB/00),99 €,https://www.datart.sk/monitor-philips-243v7qdsb-23-8-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
350,Lenovo L24e-20 čierny (65DFKAC1EU),99 €,https://www.datart.sk/monitor-lenovo-l24e-20-cierny-65dfkac1eu.html
351,Philips 242V8A (242V8A/00),99 €,https://www.datart.sk/-24-led-philips-242v8a-fhd-ips-hdmi-dp-repro-242v8a-00.html
352,Dell SE2417HG čierny (210-ALDY),99 €,https://www.datart.sk/LCD-monitor-Dell-SE2417HG.html
353,HP 22w čierny (1CA83AA#ABB),"98,90 €",https://www.datart.sk/monitor-hp-22w-21-5-led-ips-5ms-1000-1-250cd-m2-1920-x-1080.html
354,"Viewsonic VA2407H 24"" W WLED TN/1920x1080/20M:1/5ms/250 cd/m2/D-Sub/VESA/Eye-care/ViewMode (VA2407H)","98,90 €",https://www.datart.sk/viewsonic-va2407h-24-w-wled-tn-1920x1080-20m-1-5ms-250-cd-m2-d-sub-vesa-eye-care-viewmode-va2407h.html
355,AOC 22E1Q čierny (22E1Q),"98,40 €",https://www.datart.sk/monitor-aoc-22e1q-cierny-22e1q.html
356,Dell SE2416H čierny (210-AFZC),98 €,https://www.datart.sk/LCD-monitor-DELL-24-LCD-SE2416H-LED-FullHD-16-9-6ms-1-000-1-HDMI-VGA-Repro-3-roky.html
357,HP 22y (2YV09AA#ABB),"97,90 €",https://www.datart.sk/monitor-hp-22y-2yv09aa-abb.html
358,AOC 24B1XH čierny (24B1XH),"97,40 €",https://www.datart.sk/monitor-aoc-24b1xh-cierny-24b1xh.html
359,Philips 243V7QSB čierny (243V7QSB/00),97 €,https://www.datart.sk/monitor-philips-243v7qsb-cierny.html
360,Asus VA24EHE (90LM0560-B01170),"96,90 €",https://www.datart.sk/monitor-asus-va24ehe-90lm0560-b01170.html
361,AOC 22B1HS čierny (22B1HS),"96,70 €",https://www.datart.sk/monitor-aoc-22b1hs-cierny-22b1hs.html
362,Asus VP228HE (90LM01K0-B05170),"95,90 €",https://www.datart.sk/monitor-asus-vp228he-gaming-21-5-led-tn-1ms-100000000-1-200cd-m2-1920-x-1080.html
363,AOC 24B1H čierny (24B1H),"93,90 €",https://www.datart.sk/monitor-aoc-24b1h-cierny-24b1h.html
364,"Philips 223V7QHAB čierny 21.5"",LED, IPS, 5ms, 10000000:1, 250cd/m2, 1920 x 1080, (223V7QHAB/00)","93,90 €",https://www.datart.sk/monitor-philips-223v7qhab-cierny-21-5-led-ips-5ms-10000000-1-250cd-m2-1920-x-1080.html
365,Lenovo L22e-20 čierny (65DEKAC1EU),"93,90 €",https://www.datart.sk/monitor-lenovo-l22e-20-cierny-65dekac1eu.html
366,Dell SE2216H čierny (210-AFZR),"92,90 €",https://www.datart.sk/monitor-dell-se2216h-21-5-led-va-12ms-3000-1-250cd-m2-1920-x-1080.html
367,"AOC 22E1D čierny 21.5"",LED, TN, 2ms, 1000:1, 250cd/m2, 1920 x 1080, (22E1D)","92,60 €",https://www.datart.sk/monitor-aoc-22e1d-cierny-22e1d.html
368,Philips 243V5LSB (243V5LSB/00),"89,20 €",https://www.datart.sk/monitor-philips-243v5lsb-23-6-led-tft-5ms-1000-1-250cd-m2-1920-x-1080.html
369,AOC E2470SWDA čierny (E2470SWDA),89 €,https://www.datart.sk/LCD-monitor-AOC-24-LED-AOC-E2470SWDA-FHD-DVI-rep.html
370,AOC E2470SWHE čierny (E2470SWHE),89 €,https://www.datart.sk/monitor-aoc-e2470swhe-23-6-led-tn-5ms-20000000-1-250cd-m2-1920-x-1080.html
371,Acer EK240YAbi (UM.QE0EE.A01),89 €,https://www.datart.sk/ek240yabi-60cm-23-8-va-led-fhd-1920x1080-100m-1-250cd-m2-178-178-5ms-vga-hdmi-vesa-wideviewangle-freesync-flickerless-bluelightfilter-comfyview-black-um-qe0ee-a01.html
372,HP 20kd čierny (T3U83AA#ABB),89 €,https://www.datart.sk/LED-monitor-HP-20kd.html
373,Acer K222HQLbd čierny (UM.WW3EE.001),87 €,https://www.datart.sk/LCD-monitor-ACER-22-LED-K222HQLbd-5ms-100M-1-DVI-black.html
374,AOC M2470SWDA2 (M2470SWDA2),87 €,https://www.datart.sk/monitor-aoc-m2470swda2-23-6-led-mva-5ms-50000000-1-250cd-m2-1920-x-1080.html
375,Dell E2216HV (210-ALFS),"84,70 €",https://www.datart.sk/e2216hv-210-alfs.html
376,Philips 223V5LHSB čierny (223V5LHSB/00),84 €,https://www.datart.sk/monitor-philips-223v5lhsb-cierny.html
377,HP 19ka čierny (T3U81AA#ABB),79 €,https://www.datart.sk/monitor-hp-19ka-cierny.html
378,Samsung S22F350 čierny (LS22F350FHUXEN),"77,90 €",https://www.datart.sk/monitor-samsung-s22f350-cierny.html
379,Acer KA220HQbid čierny (UM.WX0EE.001),77 €,https://www.datart.sk/monitor-acer-ka220hqbid-21-5-led-tn-5ms-100000000-1-200cd-m2-1920-x-1080.html
380,AOC E2270SWHN čierny (E2270SWHN),74 €,https://www.datart.sk/LCD-monitor-AOC-22-LED-E2270SWHN-FHD-HDMI.html
381,Acer EK220QAbi (UM.WE0EE.A01),"72,90 €",https://www.datart.sk/ek220qabi-55cm-21-5-va-led-fhd-1920x1080-75hz-100m-1-250cd-m2-178-178-5ms-vga-hdmi-vesa-wideviewangle-freesync-flickerless-bluelightfilter-comfyview-black-um-we0ee-a01.html
382,Philips 223V5LSB čierny (223V5LSB/00),72 €,https://www.datart.sk/LCD-monitor-Philips-223V5LSB.html
383,Philips 223V5LSB2 čierny (223V5LSB2/10),70 €,https://www.datart.sk/monitor-philips-223v5lsb2-cierny.html
384,Philips 223V5LHSB2 čierny (223V5LHSB2/00),"69,90 €",https://www.datart.sk/monitor-philips-223v5lhsb2-21-5-led-tft-5ms-600-1-200cd-m2-1920-x-1080.html
385,AOC E2270SWN čierny (E2270SWN),69 €,https://www.datart.sk/monitor-aoc-e2270swn-21-5-led-tn-5ms-20000000-1-200cd-m2-1920-x-1080.html
386,AOC E2270SWDN čierny (E2270SWDN),69 €,https://www.datart.sk/LCD-monitor-AOC-22-LED-E2270SWDN-FHD-DVI.html
387,Asus VS197DE čierny (90LMF1001T02201C-),"68,90 €",https://www.datart.sk/monitor-asus-vs197de-18-5-led-tn-5ms-50000000-1-200cd-m2-1366-x-768.html
388,Philips 203V5LSB26 čierny (203V5LSB26/10),66 €,https://www.datart.sk/monitor-philips-203v5lsb26-19-5-led-tft-5ms-600-1-200cd-m2-1600-x-900.html
389,Acer K202HQLAb čierny (UM.IX3EE.A01),64 €,https://www.datart.sk/monitor-acer-k202hqlab-cierny.html
390,AOC E970SWN čierny (E970SWN),62 €,https://www.datart.sk/monitor-aoc-e970swn-18-5-led-tn-5ms-20000000-1-200cd-m2-1366-x-768.html
391,LG 19M38A (19M38A-B.AEU),"60,90 €",https://www.datart.sk/monitor-lg-19m38a.html
392,Philips 193V5LSB2 čierny (193V5LSB2/10),59 €,https://www.datart.sk/LCD-monitor-PHILIPS-19-LED-Philips-193V5LSB2-1366x768-VGA-200cd-VESA.html
